-1.650859,-0.00281118
-1.648859,-0.00281118
-1.646859,0.000388695
-1.644859,-0.00601106
-1.642859,-0.00281118
-1.640859,-0.00601106
-1.638859,0.000388695
-1.636859,0.000388695
-1.634859,-0.00281118
-1.632859,-0.00281118
-1.630859,0.00358857
-1.628859,0.000388695
-1.626859,0.000388695
-1.624859,0.000388695
-1.622859,-0.00601106
-1.620859,-0.00921094
-1.618859,-0.00281118
-1.616859,0.000388695
-1.614859,0.000388695
-1.612859,-0.00281118
-1.610859,-0.00601106
-1.608859,-0.00601106
-1.606859,-0.00921094
-1.604859,-0.00921094
-1.602859,-0.00921094
-1.600859,-0.00601106
-1.598859,-0.00281118
-1.596859,-0.00281118
-1.594859,-0.00601106
-1.592859,-0.00281118
-1.590859,0.000388695
-1.588859,0.000388695
-1.586859,-0.00601106
-1.584859,-0.00281118
-1.582859,0.00358857
-1.580859,-0.00281118
-1.578859,-0.00281118
-1.576859,-0.00601106
-1.574859,-0.00921094
-1.572859,0.000388695
-1.570859,0.00358857
-1.568859,-0.00601106
-1.566859,0.000388695
-1.564859,0.000388695
-1.562859,0.000388695
-1.560859,0.000388695
-1.558859,0.000388695
-1.556859,-0.00921094
-1.554859,0.000388695
-1.552859,0.000388695
-1.550859,0.000388695
-1.548859,0.00678845
-1.546859,0.00358857
-1.544859,-0.00281118
-1.542859,-0.00601106
-1.540859,-0.00601106
-1.538859,-0.00281118
-1.536859,-0.00281118
-1.534859,0.000388695
-1.532859,-0.00281118
-1.530859,-0.00281118
-1.528859,-0.00281118
-1.526859,-0.00921094
-1.524859,-0.00921094
-1.522859,-0.00281118
-1.520859,-0.00281118
-1.518859,-0.00281118
-1.516859,0.00358857
-1.514859,-0.00281118
-1.512859,0.000388695
-1.510859,0.000388695
-1.508859,-0.00281118
-1.506859,-0.00601106
-1.504859,-0.00281118
-1.502859,0.000388695
-1.500859,-0.00281118
-1.498859,0.00358857
-1.496859,-0.00601106
-1.494859,-0.00281118
-1.492859,0.000388695
-1.490859,-0.00281118
-1.488859,-0.00601106
-1.486859,0.000388695
-1.484859,0.000388695
-1.482859,-0.00281118
-1.480859,0.00358857
-1.478859,-0.00921094
-1.476859,0.000388695
-1.474859,0.000388695
-1.472859,-0.00601106
-1.470859,-0.00601106
-1.468859,0.000388695
-1.466859,-0.00281118
-1.464859,0.00358857
-1.462859,-0.00921094
-1.460859,-0.0124108
-1.458859,-0.00921094
-1.456859,0.00358857
-1.454859,-0.00281118
-1.452859,-0.00281118
-1.450859,0.000388695
-1.448859,-0.00601106
-1.446859,0.000388695
-1.444859,0.00358857
-1.442859,-0.00281118
-1.440859,-0.00281118
-1.438859,0.00358857
-1.436859,0.000388695
-1.434859,-0.0124108
-1.432859,-0.00601106
-1.430859,-0.00921094
-1.428859,-0.00921094
-1.426859,0.000388695
-1.424859,0.00358857
-1.422859,0.00358857
-1.420859,-0.00601106
-1.418859,-0.00281118
-1.416859,0.00358857
-1.414859,0.00358857
-1.412859,-0.00281118
-1.410859,-0.00921094
-1.408859,0.000388695
-1.406859,0.000388695
-1.404859,-0.00281118
-1.402859,-0.00281118
-1.400859,-0.00281118
-1.398859,-0.00601106
-1.396859,-0.00281118
-1.394859,-0.00921094
-1.392859,-0.00281118
-1.390859,0.00358857
-1.388859,0.000388695
-1.386859,-0.00281118
-1.384859,-0.00921094
-1.382859,-0.0124108
-1.380859,-0.0124108
-1.378859,-0.00281118
-1.376859,-0.00601106
-1.374859,-0.00281118
-1.372859,-0.00281118
-1.370859,-0.00601106
-1.368859,-0.00281118
-1.366859,-0.00601106
-1.364859,-0.00281118
-1.362859,-0.00281118
-1.360859,-0.00601106
-1.358859,-0.00601106
-1.356859,-0.00281118
-1.354859,0.000388695
-1.352859,-0.00281118
-1.350859,-0.00601106
-1.348859,-0.00281118
-1.346859,0.000388695
-1.344859,0.000388695
-1.342859,0.000388695
-1.340859,-0.00921094
-1.338859,-0.00281118
-1.336859,0.000388695
-1.334859,-0.00601106
-1.332859,0.000388695
-1.330859,0.000388695
-1.328859,0.000388695
-1.326859,-0.00601106
-1.324859,-0.00281118
-1.322859,-0.00281118
-1.320859,0.000388695
-1.318859,0.000388695
-1.316859,-0.00281118
-1.314859,-0.00281118
-1.312859,0.000388695
-1.310859,-0.00281118
-1.308859,-0.00281118
-1.306859,-0.00281118
-1.304859,-0.00601106
-1.302859,-0.00281118
-1.300859,-0.00921094
-1.298859,-0.00921094
-1.296859,-0.00281118
-1.294859,0.000388695
-1.292859,0.000388695
-1.290859,-0.00601106
-1.288859,-0.00601106
-1.286859,-0.00601106
-1.284859,-0.00601106
-1.282859,0.000388695
-1.280859,-0.00601106
-1.278859,-0.00601106
-1.276859,0.000388695
-1.274859,-0.00281118
-1.272859,-0.00281118
-1.270859,-0.00281118
-1.268859,-0.00921094
-1.266859,-0.00601106
-1.264859,0.00358857
-1.262859,0.00678845
-1.260859,-0.00281118
-1.258859,0.000388695
-1.256859,-0.00601106
-1.254859,0.000388695
-1.252859,-0.00281118
-1.250859,-0.00601106
-1.248859,-0.00281118
-1.246859,0.000388695
-1.244859,-0.00281118
-1.242859,0.000388695
-1.240859,0.000388695
-1.238859,-0.00281118
-1.236859,0.000388695
-1.234859,-0.00281118
-1.232859,-0.00281118
-1.230859,0.000388695
-1.228859,0.000388695
-1.226859,-0.00281118
